c_id,annotator_2,p_label,p_value,p_target,c_testcase,t_case_local,t_function,t_gold,t_direction,t_id,c_order,annotator_1,annotator_3,annotation_common,annotation_selected
1485,non-hateful,{IDENT_P},老人,seniors,我们不能再让老人这样受到攻击了。,我们不能再让{IDENT_P}这样受到攻击了。,negate_neg_nh,non-hateful,-,435,3045,non-hateful,non-hateful,non-hateful,non-hateful
1486,non-hateful,{IDENT_P},华人,Chinese,华人的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,1774,non-hateful,non-hateful,non-hateful,non-hateful
1487,hateful,{IDENT_P},马来人,Malay,马来人的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,1553,hateful,non-hateful,hateful,no_match
1488,non-hateful,{IDENT_P},印度人,Indians,印度人的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,2658,hateful,hateful,hateful,no_match
1489,hateful,{IDENT_P},基督徒,Christian,基督徒的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,764,non-hateful,hateful,hateful,no_match
1490,non-hateful,{IDENT_P},回教徒,Muslim,回教徒的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,2678,non-hateful,hateful,non-hateful,non-hateful
1491,hateful,{IDENT_P},兴都督徒,Hindu,兴都督徒的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,310,non-hateful,hateful,hateful,no_match
1492,non-hateful,{IDENT_P},佛教徒,Buddhist,佛教徒的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,2639,hateful,hateful,hateful,no_match
1493,non-hateful,{IDENT_P},外国人,Immigrants,外国人的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,950,non-hateful,hateful,non-hateful,non-hateful
1494,non-hateful,{IDENT_P},同性恋,Homosexual,同性恋的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,923,non-hateful,hateful,non-hateful,non-hateful
1495,non-hateful,{IDENT_P},跨性别者,Transexual,跨性别者的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,802,non-hateful,non-hateful,non-hateful,non-hateful
1496,non-hateful,{IDENT_P},女人,Women,女人的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,2972,non-hateful,hateful,non-hateful,non-hateful
1497,non-hateful,{IDENT_P},残疾人,physically disabled,残疾人的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,2667,non-hateful,non-hateful,non-hateful,non-hateful
1498,non-hateful,{IDENT_P},精神病患者,mentally ill,精神病患者的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,1811,non-hateful,hateful,non-hateful,non-hateful
1499,non-hateful,{IDENT_P},老人,seniors,老人的生命并不比任何人的低贱。,{IDENT_P}的生命并不比任何人的低贱。,negate_neg_nh,non-hateful,-,430,807,non-hateful,nonhateful,non-hateful,non-hateful
1500,non-hateful,{IDENT_P},华人,Chinese,我绝对不会容忍这个国家对华人的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,1827,non-hateful,non-hateful,non-hateful,non-hateful
1501,non-hateful,{IDENT_P},马来人,Malay,我绝对不会容忍这个国家对马来人的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,2145,hateful,hateful,hateful,no_match
1502,non-hateful,{IDENT_P},印度人,Indians,我绝对不会容忍这个国家对印度人的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,622,non-hateful,non-hateful,non-hateful,non-hateful
1503,non-hateful,{IDENT_P},基督徒,Christian,我绝对不会容忍这个国家对基督徒的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,2911,hateful,non-hateful,non-hateful,non-hateful
1504,non-hateful,{IDENT_P},回教徒,Muslim,我绝对不会容忍这个国家对回教徒的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,2705,non-hateful,non-hateful,non-hateful,non-hateful
1505,non-hateful,{IDENT_P},兴都督徒,Hindu,我绝对不会容忍这个国家对兴都督徒的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,2503,non-hateful,non-hateful,non-hateful,non-hateful
1506,non-hateful,{IDENT_P},佛教徒,Buddhist,我绝对不会容忍这个国家对佛教徒的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,2846,hateful,non-hateful,non-hateful,non-hateful
1507,non-hateful,{IDENT_P},外国人,Immigrants,我绝对不会容忍这个国家对外国人的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,322,non-hateful,non-hateful,non-hateful,non-hateful
1508,non-hateful,{IDENT_P},同性恋,Homosexual,我绝对不会容忍这个国家对同性恋的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,1344,non-hateful,non-hateful,non-hateful,non-hateful
1509,non-hateful,{IDENT_P},跨性别者,Transexual,我绝对不会容忍这个国家对跨性别者的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,1342,non-hateful,hateful,non-hateful,non-hateful
1510,non-hateful,{IDENT_P},女人,Women,我绝对不会容忍这个国家对女人的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,19,non-hateful,non-hateful,non-hateful,non-hateful
1511,non-hateful,{IDENT_P},残疾人,physically disabled,我绝对不会容忍这个国家对残疾人的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,72,non-hateful,non-hateful,non-hateful,non-hateful
1512,non-hateful,{IDENT_P},精神病患者,mentally ill,我绝对不会容忍这个国家对精神病患者的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,2042,non-hateful,non-hateful,non-hateful,non-hateful
1513,non-hateful,{IDENT_P},老人,seniors,我绝对不会容忍这个国家对老人的系统性谋杀。,我绝对不会容忍这个国家对{IDENT_P}的系统性谋杀。,negate_neg_nh,non-hateful,-,431,1488,non-hateful,hateful,non-hateful,non-hateful
1514,non-hateful,{IDENT_P},华人,Chinese,人们需要明白，华人并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,485,non-hateful,non-hateful,non-hateful,non-hateful
1515,non-hateful,{IDENT_P},马来人,Malay,人们需要明白，马来人并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,1150,hateful,non-hateful,non-hateful,non-hateful
1516,non-hateful,{IDENT_P},印度人,Indians,人们需要明白，印度人并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,890,non-hateful,nonhateful,non-hateful,non-hateful
1517,non-hateful,{IDENT_P},基督徒,Christian,人们需要明白，基督徒并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,785,non-hateful,non-hateful,non-hateful,non-hateful
1518,non-hateful,{IDENT_P},回教徒,Muslim,人们需要明白，回教徒并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,1219,non-hateful,non-hateful,non-hateful,non-hateful
1519,non-hateful,{IDENT_P},兴都督徒,Hindu,人们需要明白，兴都督徒并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,954,non-hateful,non-hateful,non-hateful,non-hateful
1520,non-hateful,{IDENT_P},佛教徒,Buddhist,人们需要明白，佛教徒并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,156,non-hateful,non-hateful,non-hateful,non-hateful
1521,non-hateful,{IDENT_P},外国人,Immigrants,人们需要明白，外国人并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,1158,non-hateful,non-hateful,non-hateful,non-hateful
1522,non-hateful,{IDENT_P},同性恋,Homosexual,人们需要明白，同性恋并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,2544,non-hateful,non-hateful,non-hateful,non-hateful
1523,non-hateful,{IDENT_P},跨性别者,Transexual,人们需要明白，跨性别者并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,1743,non-hateful,hateful,non-hateful,non-hateful
1524,non-hateful,{IDENT_P},女人,Women,人们需要明白，女人并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,102,non-hateful,non-hateful,non-hateful,non-hateful
1525,non-hateful,{IDENT_P},残疾人,physically disabled,人们需要明白，残疾人并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,2499,non-hateful,hateful,non-hateful,non-hateful
1526,non-hateful,{IDENT_P},精神病患者,mentally ill,人们需要明白，精神病患者并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,1918,non-hateful,non-hateful,non-hateful,non-hateful
1527,non-hateful,{IDENT_P},老人,seniors,人们需要明白，老人并不是对文明的威胁。,人们需要明白，{IDENT_P}并不是对文明的威胁。,negate_neg_nh,non-hateful,-,425,3066,non-hateful,hateful,non-hateful,non-hateful
1528,non-hateful,{IDENT_S},华人,Chinese,我永远不会伤害任何华人。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,3086,non-hateful,nonhateful,non-hateful,non-hateful
1529,non-hateful,{IDENT_S},马来人,Malay,我永远不会伤害任何马来人。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,163,non-hateful,nonhateful,non-hateful,non-hateful
1530,non-hateful,{IDENT_S},印度人,Indians,我永远不会伤害任何印度人。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,715,non-hateful,nonhateful,non-hateful,non-hateful
1531,non-hateful,{IDENT_S},基督徒,Christian,我永远不会伤害任何基督徒。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,232,non-hateful,nonhateful,non-hateful,non-hateful
1532,non-hateful,{IDENT_S},回教徒,Muslim,我永远不会伤害任何回教徒。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,1847,non-hateful,hateful,non-hateful,non-hateful
1533,non-hateful,{IDENT_S},兴都督徒,Hindu,我永远不会伤害任何兴都督徒。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,638,non-hateful,nonhateful,non-hateful,non-hateful
1534,non-hateful,{IDENT_S},佛教徒,Buddhist,我永远不会伤害任何佛教徒。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,2745,non-hateful,non-hateful,non-hateful,non-hateful
1535,non-hateful,{IDENT_S},外国人,Immigrants,我永远不会伤害任何外国人。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,1686,non-hateful,non-hateful,non-hateful,non-hateful
1536,non-hateful,{IDENT_S},同性恋,Homosexual,我永远不会伤害任何同性恋。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,1016,non-hateful,non-hateful,non-hateful,non-hateful
1537,non-hateful,{IDENT_S},跨性别者,Transexual,我永远不会伤害任何跨性别者。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,1945,non-hateful,hateful,non-hateful,non-hateful
1538,non-hateful,{IDENT_S},女人,Women,我永远不会伤害任何女人。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,2290,non-hateful,hateful,non-hateful,non-hateful
1539,non-hateful,{IDENT_S},残疾人,physically disabled,我永远不会伤害任何残疾人。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,1902,non-hateful,non-hateful,non-hateful,non-hateful
1540,non-hateful,{IDENT_S},精神病患者,mentally ill,我永远不会伤害任何精神病患者。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,2361,non-hateful,non-hateful,non-hateful,non-hateful
1541,non-hateful,{IDENT_S},老人,seniors,我永远不会伤害任何老人。,我永远不会伤害任何{IDENT_S}。,negate_neg_nh,non-hateful,-,434,2853,non-hateful,hateful,non-hateful,non-hateful
1542,non-hateful,{IDENT_P},华人,Chinese,我很高兴人们意识到华人一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,2589,non-hateful,non-hateful,non-hateful,non-hateful
1543,non-hateful,{IDENT_P},马来人,Malay,我很高兴人们意识到马来人一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,1030,non-hateful,non-hateful,non-hateful,non-hateful
1544,non-hateful,{IDENT_P},印度人,Indians,我很高兴人们意识到印度人一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,546,non-hateful,non-hateful,non-hateful,non-hateful
1545,non-hateful,{IDENT_P},基督徒,Christian,我很高兴人们意识到基督徒一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,1684,non-hateful,non-hateful,non-hateful,non-hateful
1546,non-hateful,{IDENT_P},回教徒,Muslim,我很高兴人们意识到回教徒一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,1157,non-hateful,non-hateful,non-hateful,non-hateful
1547,non-hateful,{IDENT_P},兴都督徒,Hindu,我很高兴人们意识到兴都督徒一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,2599,hateful,non-hateful,non-hateful,non-hateful
1548,non-hateful,{IDENT_P},佛教徒,Buddhist,我很高兴人们意识到佛教徒一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,2802,non-hateful,hateful,non-hateful,non-hateful
1549,non-hateful,{IDENT_P},外国人,Immigrants,我很高兴人们意识到外国人一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,1693,non-hateful,non-hateful,non-hateful,non-hateful
1550,non-hateful,{IDENT_P},同性恋,Homosexual,我很高兴人们意识到同性恋一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,1778,non-hateful,non-hateful,non-hateful,non-hateful
1551,non-hateful,{IDENT_P},跨性别者,Transexual,我很高兴人们意识到跨性别者一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,2404,hateful,non-hateful,non-hateful,non-hateful
1552,non-hateful,{IDENT_P},女人,Women,我很高兴人们意识到女人一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,1658,non-hateful,non-hateful,non-hateful,non-hateful
1553,non-hateful,{IDENT_P},残疾人,physically disabled,我很高兴人们意识到残疾人一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,2873,non-hateful,non-hateful,non-hateful,non-hateful
1554,non-hateful,{IDENT_P},精神病患者,mentally ill,我很高兴人们意识到精神病患者一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,2410,non-hateful,non-hateful,non-hateful,non-hateful
1555,non-hateful,{IDENT_P},老人,seniors,我很高兴人们意识到老人一点也不无知。,我很高兴人们意识到{IDENT_P}一点也不无知。,negate_neg_nh,non-hateful,-,426,90,non-hateful,hateful,non-hateful,non-hateful
1556,hateful,{IDENT_P},华人,Chinese,华人认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,544,hateful,hateful,hateful,hateful
1557,hateful,{IDENT_P},马来人,Malay,马来人认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,1660,hateful,hateful,hateful,hateful
1558,hateful,{IDENT_P},印度人,Indians,印度人认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,1830,hateful,hateful,hateful,hateful
1559,hateful,{IDENT_P},基督徒,Christian,基督徒认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,1702,hateful,hateful,hateful,hateful
1560,hateful,{IDENT_P},回教徒,Muslim,回教徒认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,2956,hateful,hateful,hateful,hateful
1561,hateful,{IDENT_P},兴都督徒,Hindu,兴都督徒认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,2560,hateful,hateful,hateful,hateful
1562,hateful,{IDENT_P},佛教徒,Buddhist,佛教徒认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,298,hateful,hateful,hateful,hateful
1563,hateful,{IDENT_P},外国人,Immigrants,外国人认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,2458,hateful,hateful,hateful,hateful
1564,hateful,{IDENT_P},同性恋,Homosexual,同性恋认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,1876,hateful,hateful,hateful,hateful
1565,hateful,{IDENT_P},跨性别者,Transexual,跨性别者认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,1607,hateful,hateful,hateful,hateful
1566,hateful,{IDENT_P},女人,Women,女人认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,2007,hateful,hateful,hateful,hateful
1567,hateful,{IDENT_P},残疾人,physically disabled,残疾人认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,1746,hateful,hateful,hateful,hateful
1568,hateful,{IDENT_P},精神病患者,mentally ill,精神病患者认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,1335,non-hateful,hateful,hateful,hateful
1569,hateful,{IDENT_P},老人,seniors,老人认为他们很特别。我恨他们。,{IDENT_P}认为他们很特别。我恨他们。,ref_subs_sent_h,hateful,general,382,275,hateful,hateful,hateful,hateful
1570,hateful,{IDENT_S},华人,Chinese,这个想法是瞎扯蛋。毕竟它来自一个华人。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,1251,hateful,hateful,hateful,hateful
1571,hateful,{IDENT_S},马来人,Malay,这个想法是瞎扯蛋。毕竟它来自一个马来人。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,2643,hateful,hateful,hateful,hateful
1572,hateful,{IDENT_S},印度人,Indians,这个想法是瞎扯蛋。毕竟它来自一个印度人。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,1612,hateful,hateful,hateful,hateful
1573,hateful,{IDENT_S},基督徒,Christian,这个想法是瞎扯蛋。毕竟它来自一个基督徒。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,1223,hateful,hateful,hateful,hateful
1574,hateful,{IDENT_S},回教徒,Muslim,这个想法是瞎扯蛋。毕竟它来自一个回教徒。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,1321,hateful,hateful,hateful,hateful
1575,hateful,{IDENT_S},兴都督徒,Hindu,这个想法是瞎扯蛋。毕竟它来自一个兴都督徒。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,1353,hateful,hateful,hateful,hateful
1576,hateful,{IDENT_S},佛教徒,Buddhist,这个想法是瞎扯蛋。毕竟它来自一个佛教徒。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,17,hateful,non-hateful,hateful,hateful
1577,hateful,{IDENT_S},外国人,Immigrants,这个想法是瞎扯蛋。毕竟它来自一个外国人。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,486,hateful,hateful,hateful,hateful
1578,hateful,{IDENT_S},同性恋,Homosexual,这个想法是瞎扯蛋。毕竟它来自一个同性恋。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,1446,hateful,hateful,hateful,hateful
1579,hateful,{IDENT_S},跨性别者,Transexual,这个想法是瞎扯蛋。毕竟它来自一个跨性别者。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,2411,hateful,hateful,hateful,hateful
1580,hateful,{IDENT_S},女人,Women,这个想法是瞎扯蛋。毕竟它来自一个女人。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,1815,hateful,hateful,hateful,hateful
1581,hateful,{IDENT_S},残疾人,physically disabled,这个想法是瞎扯蛋。毕竟它来自一个残疾人。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,2212,non-hateful,hateful,hateful,hateful
1582,hateful,{IDENT_S},精神病患者,mentally ill,这个想法是瞎扯蛋。毕竟它来自一个精神病患者。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,157,non-hateful,non-hateful,non-hateful,no_match
1583,hateful,{IDENT_S},老人,seniors,这个想法是瞎扯蛋。毕竟它来自一个老人。,这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,ref_subs_sent_h,hateful,general,399,1582,hateful,hateful,hateful,hateful
1584,hateful,{IDENT_P},华人,Chinese,这是华人的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,2806,hateful,hateful,hateful,hateful
1585,hateful,{IDENT_P},马来人,Malay,这是马来人的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,2154,non-hateful,hateful,hateful,hateful
1586,hateful,{IDENT_P},印度人,Indians,这是印度人的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,1823,hateful,hateful,hateful,hateful
1587,hateful,{IDENT_P},基督徒,Christian,这是基督徒的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,1133,hateful,hateful,hateful,hateful
1588,hateful,{IDENT_P},回教徒,Muslim,这是回教徒的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,547,hateful,hateful,hateful,hateful
1589,hateful,{IDENT_P},兴都督徒,Hindu,这是兴都督徒的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,652,hateful,hateful,hateful,hateful
1590,hateful,{IDENT_P},佛教徒,Buddhist,这是佛教徒的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,2434,hateful,hateful,hateful,hateful
1591,hateful,{IDENT_P},外国人,Immigrants,这是外国人的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,935,hateful,hateful,hateful,hateful
1592,non-hateful,{IDENT_P},同性恋,Homosexual,这是同性恋的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,307,hateful,hateful,hateful,hateful
1593,hateful,{IDENT_P},跨性别者,Transexual,这是跨性别者的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,1272,hateful,hateful,hateful,hateful
1594,hateful,{IDENT_P},女人,Women,这是女人的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,2814,hateful,hateful,hateful,hateful
1595,hateful,{IDENT_P},残疾人,physically disabled,这是残疾人的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,1869,hateful,hateful,hateful,hateful
1596,hateful,{IDENT_P},精神病患者,mentally ill,这是精神病患者的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,3087,non-hateful,hateful,hateful,hateful
1597,hateful,{IDENT_P},老人,seniors,这是老人的典型特征。他们极端卑鄙。,这是{IDENT_P}的典型特征。他们极端卑鄙。,ref_subs_sent_h,hateful,general,385,1569,hateful,hateful,hateful,hateful
1598,hateful,{IDENT_P},华人,Chinese,他们都是彻头彻尾的王八蛋。不用说，他们都是华人。,他们都是彻头彻尾的王八蛋。不用说，他们都是{IDENT_P}。,ref_subs_sent_h,hateful,directed,400,2368,hateful,hateful,hateful,hateful
1599,hateful,{IDENT_P},马来人,Malay,他们都是彻头彻尾的王八蛋。不用说，他们都是马来人。,他们都是彻头彻尾的王八蛋。不用说，他们都是{IDENT_P}。,ref_subs_sent_h,hateful,directed,400,1258,hateful,hateful,hateful,hateful
1600,hateful,{IDENT_P},印度人,Indians,他们都是彻头彻尾的王八蛋。不用说，他们都是印度人。,他们都是彻头彻尾的王八蛋。不用说，他们都是{IDENT_P}。,ref_subs_sent_h,hateful,directed,400,2312,hateful,hateful,hateful,hateful
1601,hateful,{IDENT_P},基督徒,Christian,他们都是彻头彻尾的王八蛋。不用说，他们都是基督徒。,他们都是彻头彻尾的王八蛋。不用说，他们都是{IDENT_P}。,ref_subs_sent_h,hateful,directed,400,2475,hateful,hateful,hateful,hateful
1602,hateful,{IDENT_P},回教徒,Muslim,他们都是彻头彻尾的王八蛋。不用说，他们都是回教徒。,他们都是彻头彻尾的王八蛋。不用说，他们都是{IDENT_P}。,ref_subs_sent_h,hateful,directed,400,247,hateful,hateful,hateful,hateful
